gene,seqnames,start,end,width,strand,gene_id,gene_name,gene_biotype,seq_coord_system,description,gene_id_version,logFC,AveExpr,t,P.Value,adj.P.Val,isSignificant
DYNC2LI1,2,43774039,43810010,35972,+,ENSG00000138036,DYNC2LI1,protein_coding,chromosome,dynein cytoplasmic 2 light intermediate chain 1 [Source:HGNC Symbol;Acc:HGNC:24595],ENSG00000138036.18,-0.5328377629311793,1.3430079718229446,0,0.9998014589196472,1,FALSE
AC011448.1,19,19516227,19536076,19850,+,ENSG00000258674,AC011448.1,protein_coding,chromosome,novel protein,ENSG00000258674.5,0.2783474490069583,0.362979181379085,0,0.9998027759039003,1,FALSE
NENF,1,212432920,212446379,13460,+,ENSG00000117691,NENF,protein_coding,chromosome,neudesin neurotrophic factor [Source:HGNC Symbol;Acc:HGNC:30384],ENSG00000117691.10,-0.37246498018547314,3.0619288573244847,0,0.9998032583825519,1,FALSE
EIF5AL1,10,79512601,79516440,3840,+,ENSG00000253626,EIF5AL1,protein_coding,chromosome,eukaryotic translation initiation factor 5A like 1 [Source:HGNC Symbol;Acc:HGNC:17419],ENSG00000253626.3,0.09890704969847505,0.14486431147687936,0,0.9998033490549866,1,FALSE
SH3GL1P1,17,32039974,32042828,2855,+,ENSG00000266777,SH3GL1P1,transcribed_processed_pseudogene,chromosome,"SH3 domain containing GRB2 like 1, endophilin A2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:10835]",ENSG00000266777.1,0.3171181368884092,0.9176910542318485,0,0.9998056734972494,1,FALSE
MPHOSPH10,2,71130632,71150101,19470,+,ENSG00000124383,MPHOSPH10,protein_coding,chromosome,M-phase phosphoprotein 10 [Source:HGNC Symbol;Acc:HGNC:7213],ENSG00000124383.9,-0.497337035025077,4.7831154306586345,0,0.9998062829539304,1,FALSE
GCSH,16,81081945,81096395,14451,-,ENSG00000140905,GCSH,protein_coding,chromosome,glycine cleavage system protein H [Source:HGNC Symbol;Acc:HGNC:4208],ENSG00000140905.11,0.07829803481702502,1.3120978808319963,0,0.999806301006569,1,FALSE
SLC35G1,10,93893973,93956062,62090,+,ENSG00000176273,SLC35G1,protein_coding,chromosome,solute carrier family 35 member G1 [Source:HGNC Symbol;Acc:HGNC:26607],ENSG00000176273.15,-0.45305340623832,1.1467964740649035,0,0.9998070300771995,1,FALSE
RP9,7,33094797,33109404,14608,-,ENSG00000164610,RP9,protein_coding,chromosome,RP9 pre-mRNA splicing factor [Source:HGNC Symbol;Acc:HGNC:10288],ENSG00000164610.9,-0.5752233788784737,2.5645700563267444,0,0.9998073446272235,1,FALSE
JAML,11,118193725,118225094,31370,-,ENSG00000160593,JAML,protein_coding,chromosome,junction adhesion molecule like [Source:HGNC Symbol;Acc:HGNC:19084],ENSG00000160593.19,-0.24371057597832113,9.18015933030961,0,0.9998079724052585,1,FALSE
RAF1,3,12583601,12664226,80626,-,ENSG00000132155,RAF1,protein_coding,chromosome,"Raf-1 proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:9829]",ENSG00000132155.12,0.483579709732223,8.096062759950383,0,0.9998080987634036,1,FALSE
BSPRY,9,113349541,113371233,21693,+,ENSG00000119411,BSPRY,protein_coding,chromosome,B-box and SPRY domain containing [Source:HGNC Symbol;Acc:HGNC:18232],ENSG00000119411.11,0.10765072658901989,-0.07240601241295165,0,0.9998083711549655,1,FALSE
UAP1L1,9,137077517,137084539,7023,+,ENSG00000197355,UAP1L1,protein_coding,chromosome,UDP-N-acetylglucosamine pyrophosphorylase 1 like 1 [Source:HGNC Symbol;Acc:HGNC:28082],ENSG00000197355.11,0.22328963243720557,4.093205433542014,0,0.9998087052682888,1,FALSE
PC,11,66848417,66958386,109970,-,ENSG00000173599,PC,protein_coding,chromosome,pyruvate carboxylase [Source:HGNC Symbol;Acc:HGNC:8636],ENSG00000173599.15,-0.1694851149808213,0.9906990524002246,0,0.9998090361741879,1,FALSE
IDUA,4,986997,1004564,17568,+,ENSG00000127415,IDUA,protein_coding,chromosome,alpha-L-iduronidase [Source:HGNC Symbol;Acc:HGNC:5391],ENSG00000127415.13,-0.41053667764813095,2.305950914992023,0,0.9998093730163422,1,FALSE
PLSCR3,17,7389727,7394842,5116,-,ENSG00000187838,PLSCR3,protein_coding,chromosome,phospholipid scramblase 3 [Source:HGNC Symbol;Acc:HGNC:16495],ENSG00000187838.17,-0.49460087487787074,5.357926051342193,0,0.9998102989178591,1,FALSE
ENDOD1,11,95089846,95132645,42800,+,ENSG00000149218,ENDOD1,protein_coding,chromosome,endonuclease domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29129],ENSG00000149218.5,0.20356947860839014,4.862867338371318,0,0.9998106778740519,1,FALSE
AP003419.1,11,67351572,67373584,22013,-,ENSG00000256514,AP003419.1,protein_coding,chromosome,novel protein,ENSG00000256514.1,-0.4501332970477794,4.361058629017618,0,0.9998107438104231,1,FALSE
G2E3,14,30559158,30620064,60907,+,ENSG00000092140,G2E3,protein_coding,chromosome,G2/M-phase specific E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:20338],ENSG00000092140.16,-0.5022876197080244,4.15059616736584,0,0.9998118107730942,1,FALSE
THOP1,19,2785503,2815807,30305,+,ENSG00000172009,THOP1,protein_coding,chromosome,thimet oligopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:11793],ENSG00000172009.15,0.36826826507508237,3.4360062404220684,0,0.999811986356178,1,FALSE
IQCE,7,2558972,2614733,55762,+,ENSG00000106012,IQCE,protein_coding,chromosome,IQ motif containing E [Source:HGNC Symbol;Acc:HGNC:29171],ENSG00000106012.18,0.42753615801940903,4.449598723629249,0,0.9998125754945163,1,FALSE
SLA2,20,36612318,36646196,33879,-,ENSG00000101082,SLA2,protein_coding,chromosome,Src like adaptor 2 [Source:HGNC Symbol;Acc:HGNC:17329],ENSG00000101082.14,-0.060144036224137665,5.541935703216055,0,0.9998134478330702,1,FALSE
OXCT1,5,41730065,41870425,140361,-,ENSG00000083720,OXCT1,protein_coding,chromosome,3-oxoacid CoA-transferase 1 [Source:HGNC Symbol;Acc:HGNC:8527],ENSG00000083720.13,-0.2209222873157577,4.701906741397908,0,0.9998150668855581,1,FALSE
HIGD2A,5,176388751,176389761,1011,+,ENSG00000146066,HIGD2A,protein_coding,chromosome,HIG1 hypoxia inducible domain family member 2A [Source:HGNC Symbol;Acc:HGNC:28311],ENSG00000146066.3,-0.4175257271220847,5.2574671722093775,0,0.9998153298193643,1,FALSE
RHOU,1,228735479,228746664,11186,+,ENSG00000116574,RHOU,protein_coding,chromosome,ras homolog family member U [Source:HGNC Symbol;Acc:HGNC:17794],ENSG00000116574.6,0.18387650245818943,4.988126329839356,0,0.9998153517651869,1,FALSE
RPL23AP1,6,29726669,29727139,471,-,ENSG00000239257,RPL23AP1,transcribed_processed_pseudogene,chromosome,ribosomal protein L23a pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:10318],ENSG00000239257.1,-0.3060568187698332,0.4912972304869458,0,0.9998165522913569,1,FALSE
ZNF644,1,90915298,91022272,106975,-,ENSG00000122482,ZNF644,protein_coding,chromosome,zinc finger protein 644 [Source:HGNC Symbol;Acc:HGNC:29222],ENSG00000122482.21,-0.43021306249787816,5.4053449639575435,0,0.9998179469822345,1,FALSE
C3,19,6677704,6730562,52859,-,ENSG00000125730,C3,protein_coding,chromosome,complement C3 [Source:HGNC Symbol;Acc:HGNC:1318],ENSG00000125730.17,0.08894280769041774,1.8796675551015365,0,0.99981801062765,1,FALSE
ST3GAL6,3,98732236,98821201,88966,+,ENSG00000064225,ST3GAL6,protein_coding,chromosome,"ST3 beta-galactoside alpha-2,3-sialyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:18080]",ENSG00000064225.12,0.39460075597680433,4.448084203137415,0,0.9998184759788498,1,FALSE
AIDA,1,222668013,222713210,45198,-,ENSG00000186063,AIDA,protein_coding,chromosome,"axin interactor, dorsalization associated [Source:HGNC Symbol;Acc:HGNC:25761]",ENSG00000186063.13,-0.502483526614629,6.227007037938308,0,0.9998188267564013,1,FALSE
RABL2B,22,50767501,50783663,16163,-,ENSG00000079974,RABL2B,protein_coding,chromosome,"RAB, member of RAS oncogene family like 2B [Source:HGNC Symbol;Acc:HGNC:9800]",ENSG00000079974.17,-0.6733791058778911,4.314735505424393,0,0.9998193841837755,1,FALSE
PORCN,X,48508962,48520814,11853,+,ENSG00000102312,PORCN,protein_coding,chromosome,porcupine O-acyltransferase [Source:HGNC Symbol;Acc:HGNC:17652],ENSG00000102312.22,-0.3455976895709161,1.8919282087126765,0,0.9998194480351199,1,FALSE
LRRC37A17P,17,46978481,47054569,76089,+,ENSG00000263142,LRRC37A17P,transcribed_unprocessed_pseudogene,chromosome,"leucine rich repeat containing 37 member A17, pseudogene [Source:HGNC Symbol;Acc:HGNC:48365]",ENSG00000263142.5,-0.2571933730922318,1.719335377420085,0,0.9998201584764556,1,FALSE
TEX9,15,56244009,56445997,201989,+,ENSG00000151575,TEX9,protein_coding,chromosome,testis expressed 9 [Source:HGNC Symbol;Acc:HGNC:29585],ENSG00000151575.14,0.3045042674267804,1.7067377550014418,0,0.9998203763802392,1,FALSE
BRIX1,5,34915677,34925996,10320,+,ENSG00000113460,BRIX1,protein_coding,chromosome,biogenesis of ribosomes BRX1 [Source:HGNC Symbol;Acc:HGNC:24170],ENSG00000113460.13,-0.4387454770635517,3.973724833106142,0,0.9998203767965026,1,FALSE
CEP120,5,123344885,123423592,78708,-,ENSG00000168944,CEP120,protein_coding,chromosome,centrosomal protein 120 [Source:HGNC Symbol;Acc:HGNC:26690],ENSG00000168944.15,-0.4627638134455605,5.25915119736632,0,0.9998213090700748,1,FALSE
BICD1,12,32106835,32383633,276799,+,ENSG00000151746,BICD1,protein_coding,chromosome,BICD cargo adaptor 1 [Source:HGNC Symbol;Acc:HGNC:1049],ENSG00000151746.14,-0.42773655077206696,2.4704503013253163,0,0.9998213577560827,1,FALSE
ZNF503,10,75397830,75401764,3935,-,ENSG00000165655,ZNF503,protein_coding,chromosome,zinc finger protein 503 [Source:HGNC Symbol;Acc:HGNC:23589],ENSG00000165655.17,0.049221461761298366,0.13102973073327867,0,0.9998217020149837,1,FALSE
UBA2,19,34428352,34471251,42900,+,ENSG00000126261,UBA2,protein_coding,chromosome,ubiquitin like modifier activating enzyme 2 [Source:HGNC Symbol;Acc:HGNC:30661],ENSG00000126261.13,-0.4826376215919739,6.00740287207037,0,0.9998222758640709,1,FALSE
CORO1C,12,108645109,108731596,86488,-,ENSG00000110880,CORO1C,protein_coding,chromosome,coronin 1C [Source:HGNC Symbol;Acc:HGNC:2254],ENSG00000110880.10,0.5235312533398861,7.48838155831814,0,0.9998224073706689,1,FALSE
VAMP4,1,171700160,171742074,41915,-,ENSG00000117533,VAMP4,protein_coding,chromosome,vesicle associated membrane protein 4 [Source:HGNC Symbol;Acc:HGNC:12645],ENSG00000117533.15,-0.5624569196638802,4.599842909288335,0,0.9998225154619369,1,FALSE
PIAS2,18,46803218,46920160,116943,-,ENSG00000078043,PIAS2,protein_coding,chromosome,protein inhibitor of activated STAT 2 [Source:HGNC Symbol;Acc:HGNC:17311],ENSG00000078043.16,-0.22165750281805519,4.183497838336126,0,0.9998225215446142,1,FALSE
MPI,15,74890005,74902219,12215,+,ENSG00000178802,MPI,protein_coding,chromosome,mannose phosphate isomerase [Source:HGNC Symbol;Acc:HGNC:7216],ENSG00000178802.18,-0.44041078799769906,4.392536152104054,0,0.9998229157348355,1,FALSE
FLNB,3,58008400,58172251,163852,+,ENSG00000136068,FLNB,protein_coding,chromosome,filamin B [Source:HGNC Symbol;Acc:HGNC:3755],ENSG00000136068.14,-0.2738679916566893,5.581174739110387,0,0.9998230717339998,1,FALSE
TMEM214,2,27032910,27041694,8785,+,ENSG00000119777,TMEM214,protein_coding,chromosome,transmembrane protein 214 [Source:HGNC Symbol;Acc:HGNC:25983],ENSG00000119777.20,0.4780658008743206,6.0107393065697305,0,0.9998231588054259,1,FALSE
SLC25A43,X,119399336,119454478,55143,+,ENSG00000077713,SLC25A43,protein_coding,chromosome,solute carrier family 25 member 43 [Source:HGNC Symbol;Acc:HGNC:30557],ENSG00000077713.19,-0.46632697506473253,3.0559850514013975,0,0.9998237204063147,1,FALSE
PTPRO,12,15322508,15598331,275824,+,ENSG00000151490,PTPRO,protein_coding,chromosome,protein tyrosine phosphatase receptor type O [Source:HGNC Symbol;Acc:HGNC:9678],ENSG00000151490.14,-0.01710503310776934,3.5025724783744288,0,0.999824915749831,1,FALSE
ABHD10,3,111979010,111993368,14359,+,ENSG00000144827,ABHD10,protein_coding,chromosome,abhydrolase domain containing 10 [Source:HGNC Symbol;Acc:HGNC:25656],ENSG00000144827.9,-0.5557878958727116,4.37278305393435,0,0.999825392990469,1,FALSE
SAMHD1,20,36889773,36951901,62129,-,ENSG00000101347,SAMHD1,protein_coding,chromosome,SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1 [Source:HGNC Symbol;Acc:HGNC:15925],ENSG00000101347.9,-0.2654429121931585,9.041505430429057,0,0.999825567818543,1,FALSE
ZNF724,19,23221599,23250390,28792,-,ENSG00000196081,ZNF724,protein_coding,chromosome,zinc finger protein 724 [Source:HGNC Symbol;Acc:HGNC:32460],ENSG00000196081.9,-0.14549944225263994,-0.01211772971119535,0,0.9998267803161281,1,FALSE
IFT140,16,1510427,1612072,101646,-,ENSG00000187535,IFT140,protein_coding,chromosome,intraflagellar transport 140 [Source:HGNC Symbol;Acc:HGNC:29077],ENSG00000187535.14,-0.49712754042705964,1.6229029366781131,0,0.999827001799807,1,FALSE
SLC15A3,11,60937084,60952530,15447,-,ENSG00000110446,SLC15A3,protein_coding,chromosome,solute carrier family 15 member 3 [Source:HGNC Symbol;Acc:HGNC:18068],ENSG00000110446.11,0.25743352222424676,5.8459346181637635,0,0.9998273767174857,1,FALSE
PRKD2,19,46674275,46717127,42853,-,ENSG00000105287,PRKD2,protein_coding,chromosome,protein kinase D2 [Source:HGNC Symbol;Acc:HGNC:17293],ENSG00000105287.12,0.5122482736891616,7.081409822188653,0,0.9998275295063754,1,FALSE
ZNF367,9,96385941,96418370,32430,-,ENSG00000165244,ZNF367,protein_coding,chromosome,zinc finger protein 367 [Source:HGNC Symbol;Acc:HGNC:18320],ENSG00000165244.7,0.4220515302862844,2.969060740753125,0,0.9998275633101285,1,FALSE
INF2,14,104689606,104722535,32930,+,ENSG00000203485,INF2,protein_coding,chromosome,"inverted formin, FH2 and WH2 domain containing [Source:HGNC Symbol;Acc:HGNC:23791]",ENSG00000203485.13,0.3690654334263499,4.983047983710381,0,0.9998276881519582,1,FALSE
COX4I1,16,85798633,85807068,8436,+,ENSG00000131143,COX4I1,protein_coding,chromosome,cytochrome c oxidase subunit 4I1 [Source:HGNC Symbol;Acc:HGNC:2265],ENSG00000131143.10,-0.5277093588789379,7.422066025260716,0,0.9998278263928193,1,FALSE
B3GAT2,6,70856679,70957060,100382,-,ENSG00000112309,B3GAT2,protein_coding,chromosome,"beta-1,3-glucuronyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:922]",ENSG00000112309.11,-0.1730578556842446,-0.5161976040322999,0,0.999827859165623,1,FALSE
SHTN1,10,116881477,117126586,245110,-,ENSG00000187164,SHTN1,protein_coding,chromosome,shootin 1 [Source:HGNC Symbol;Acc:HGNC:29319],ENSG00000187164.20,-0.049442575456486004,4.991579395298519,0,0.9998278824302672,1,FALSE
IQGAP1,15,90388242,90502239,113998,+,ENSG00000140575,IQGAP1,protein_coding,chromosome,IQ motif containing GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:6110],ENSG00000140575.13,0.5197483469413804,10.050130791138653,0,0.999828533732302,1,FALSE
CDPF1,22,46244011,46250311,6301,-,ENSG00000205643,CDPF1,protein_coding,chromosome,cysteine rich DPF motif domain containing 1 [Source:HGNC Symbol;Acc:HGNC:33710],ENSG00000205643.11,-0.5503228591418181,1.7213422415710091,0,0.9998287133587311,1,FALSE
BGLAP,1,156242184,156243317,1134,+,ENSG00000242252,BGLAP,protein_coding,chromosome,bone gamma-carboxyglutamate protein [Source:HGNC Symbol;Acc:HGNC:1043],ENSG00000242252.2,0.04660511553310498,0.0028651555516733206,0,0.9998287913770706,1,FALSE
TRAF3IP1,2,238320441,238400897,80457,+,ENSG00000204104,TRAF3IP1,protein_coding,chromosome,TRAF3 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:17861],ENSG00000204104.12,-0.5103127809415762,2.6563934220093164,0,0.9998293240091061,1,FALSE
SMG1P4,16,21879338,21919156,39819,-,ENSG00000185710,SMG1P4,transcribed_unprocessed_pseudogene,chromosome,SMG1 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:49861],ENSG00000185710.9,-0.07670050792265926,2.4338790906482015,0,0.9998295204607952,1,FALSE
KDM2B,12,121429096,121581023,151928,-,ENSG00000089094,KDM2B,protein_coding,chromosome,lysine demethylase 2B [Source:HGNC Symbol;Acc:HGNC:13610],ENSG00000089094.19,-0.5645775964651083,5.06704205050147,0,0.9998297340842688,1,FALSE
ZNF490,19,12576100,12640098,63999,-,ENSG00000188033,ZNF490,protein_coding,chromosome,zinc finger protein 490 [Source:HGNC Symbol;Acc:HGNC:23705],ENSG00000188033.10,0.297255283190772,2.231261887917417,0,0.9998298564582625,1,FALSE
UTP20,12,101280105,101386618,106514,+,ENSG00000120800,UTP20,protein_coding,chromosome,UTP20 small subunit processome component [Source:HGNC Symbol;Acc:HGNC:17897],ENSG00000120800.5,-0.31752030397330167,4.254735011187693,0,0.9998301845757824,1,FALSE
HHLA1,8,132061486,132111159,49674,-,ENSG00000132297,HHLA1,protein_coding,chromosome,HERV-H LTR-associating 1 [Source:HGNC Symbol;Acc:HGNC:4904],ENSG00000132297.12,0.10542029818705911,3.701228358266729,0,0.9998304426158863,1,FALSE
B3GALT6,1,1232237,1235041,2805,+,ENSG00000176022,B3GALT6,protein_coding,chromosome,"beta-1,3-galactosyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:17978]",ENSG00000176022.7,-0.5453873456545293,3.340903964527327,0,0.999830471396183,1,FALSE
GSAP,7,77310751,77416349,105599,-,ENSG00000186088,GSAP,protein_coding,chromosome,gamma-secretase activating protein [Source:HGNC Symbol;Acc:HGNC:28042],ENSG00000186088.16,-0.4934094181135036,5.417308349374619,0,0.9998325515220214,1,FALSE
CLSTN1,1,9728926,9823984,95059,-,ENSG00000171603,CLSTN1,protein_coding,chromosome,calsyntenin 1 [Source:HGNC Symbol;Acc:HGNC:17447],ENSG00000171603.18,-0.4465937336983554,6.7883491440052275,0,0.9998328984271805,1,FALSE
SAMD8,10,75099586,75182123,82538,+,ENSG00000156671,SAMD8,protein_coding,chromosome,sterile alpha motif domain containing 8 [Source:HGNC Symbol;Acc:HGNC:26320],ENSG00000156671.15,0.498201722352829,5.69179772264355,0,0.9998329500791787,1,FALSE
ITGA11,15,68296532,68432163,135632,-,ENSG00000137809,ITGA11,protein_coding,chromosome,integrin subunit alpha 11 [Source:HGNC Symbol;Acc:HGNC:6136],ENSG00000137809.17,0.27869647658317176,-0.28326075411010343,0,0.9998329514647523,1,FALSE
SERPINB9,6,2887270,2903309,16040,-,ENSG00000170542,SERPINB9,protein_coding,chromosome,serpin family B member 9 [Source:HGNC Symbol;Acc:HGNC:8955],ENSG00000170542.6,-0.43110030977553926,6.535064411806463,0,0.9998331332304787,1,FALSE
TMEM106C,12,47963569,47968878,5310,+,ENSG00000134291,TMEM106C,protein_coding,chromosome,transmembrane protein 106C [Source:HGNC Symbol;Acc:HGNC:28775],ENSG00000134291.12,0.3582850416163641,4.237806140524549,0,0.9998331540265324,1,FALSE
POLR2A,17,7484366,7514616,30251,+,ENSG00000181222,POLR2A,protein_coding,chromosome,RNA polymerase II subunit A [Source:HGNC Symbol;Acc:HGNC:9187],ENSG00000181222.17,0.479756247642928,3.269691460491339,0,0.9998336638731906,1,FALSE
ZDHHC20,13,21372573,21459370,86798,-,ENSG00000180776,ZDHHC20,protein_coding,chromosome,zinc finger DHHC-type containing 20 [Source:HGNC Symbol;Acc:HGNC:20749],ENSG00000180776.15,0.43380492427906425,7.27104174658283,0,0.9998336689320425,1,FALSE
UFSP2,4,185399537,185425979,26443,-,ENSG00000109775,UFSP2,protein_coding,chromosome,UFM1 specific peptidase 2 [Source:HGNC Symbol;Acc:HGNC:25640],ENSG00000109775.11,-0.46735809949945395,3.766194693117705,0,0.9998338644268806,1,FALSE
SLC25A23,19,6436079,6465203,29125,-,ENSG00000125648,SLC25A23,protein_coding,chromosome,solute carrier family 25 member 23 [Source:HGNC Symbol;Acc:HGNC:19375],ENSG00000125648.15,-0.10105828239941683,3.8907901514226166,0,0.9998342624400032,1,FALSE
SOWAHD,X,119758588,119760202,1615,+,ENSG00000187808,SOWAHD,protein_coding,chromosome,sosondowah ankyrin repeat domain family member D [Source:HGNC Symbol;Acc:HGNC:32960],ENSG00000187808.5,0.2966818936295139,2.6198688447582987,0,0.9998343616063408,1,FALSE
ZNF180,19,44474428,44500524,26097,-,ENSG00000167384,ZNF180,protein_coding,chromosome,zinc finger protein 180 [Source:HGNC Symbol;Acc:HGNC:12970],ENSG00000167384.10,-0.6135671507415661,3.50393814798974,0,0.9998359827811422,1,FALSE
WARS1,14,100333790,100376805,43016,-,ENSG00000140105,WARS1,protein_coding,chromosome,tryptophanyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:12729],ENSG00000140105.18,0.22500582093341226,8.12019590783159,0,0.9998372341062303,1,FALSE
PCDH12,5,141943585,141969741,26157,-,ENSG00000113555,PCDH12,protein_coding,chromosome,protocadherin 12 [Source:HGNC Symbol;Acc:HGNC:8657],ENSG00000113555.5,-0.26393939489805707,1.2209148970141488,0,0.999837410463841,1,FALSE
TMEM86B,19,55226638,55228784,2147,-,ENSG00000180089,TMEM86B,protein_coding,chromosome,transmembrane protein 86B [Source:HGNC Symbol;Acc:HGNC:28448],ENSG00000180089.6,-0.06233703657781309,3.3094007587172194,0,0.9998374837656849,1,FALSE
DPCD,10,101570560,101609662,39103,+,ENSG00000166171,DPCD,protein_coding,chromosome,deleted in primary ciliary dyskinesia homolog (mouse) [Source:HGNC Symbol;Acc:HGNC:24542],ENSG00000166171.13,-0.02269951249971136,1.3223310512110436,0,0.9998376686310223,1,FALSE
COX7C,5,86617928,86620962,3035,+,ENSG00000127184,COX7C,protein_coding,chromosome,cytochrome c oxidase subunit 7C [Source:HGNC Symbol;Acc:HGNC:2292],ENSG00000127184.13,-0.5554405117949441,6.201843599897567,0,0.9998379986704797,1,FALSE
CCDC153,11,119189638,119196769,7132,-,ENSG00000248712,CCDC153,protein_coding,chromosome,coiled-coil domain containing 153 [Source:HGNC Symbol;Acc:HGNC:27446],ENSG00000248712.7,0.06429917344482677,0.564044322557733,0,0.9998382567047661,1,FALSE
